"","country","continent","iso_alpha","iso_num","cntry_col","cntnt_col","iso2c","variable","measurement"
"3433","Malaysia","Asia","MYS",458,"#9970AB","#276419","MY","sec_mon",28.8957538604736
"3434","Mali","Africa","MLI",466,"#D37610","#40004B","ML","sec_mon",13.1453733444214
"3435","Malta","Europe",NA,NA,NA,NA,"MT","sec_mon",34.9196090698242
"3436","Mauritania","Africa","MRT",478,"#FAB25B","#40004B","MR","sec_mon",4.36302089691162
"3437","Mauritius","Africa","MUS",480,"#FDCD8E","#7F3B08","MU","sec_mon",8.15957069396973
"3438","Mexico","Americas","MEX",484,"#B51026","#313695","MX","sec_mon",10.3855438232422
"3439","Moldova","Europe",NA,NA,NA,NA,"MD","sec_mon",15.756932258606
"3440","Mongolia","Asia","MNG",496,"#DDC8E1","#40004B","MN","sec_mon",25.52565574646
"3441","Montenegro","Europe","MNE",499,"#DFF2C5","#276419","ME","sec_mon",8.62368392944336
"3442","Morocco","Africa","MAR",504,"#9F4D06","#276419","MA","sec_mon",4.12126064300537
"3443","Myanmar","Asia","MMR",104,"#834492","#276419","MM","sec_mon",3.53491973876953
"3444","Namibia","Africa","NAM",516,"#FDBA67","#313695","NA","sec_mon",18.706262588501
"3445","Nepal","Asia","NPL",524,"#8B559B","#7F3B08","NP","sec_mon",6.57317924499512
"3446","Netherlands","Europe","NLD",528,"#529624","#276419","NL","sec_mon",30.4157028198242
"3447","New Zealand","Oceania","NZL",554,"#4575B4","#A50026","NZ","sec_mon",38.0466537475586
"3448","Nicaragua","Americas","NIC",558,"#FDAE61","#7F3B08","NI","sec_mon",10.0914125442505
"3449","Niger","Africa","NER",562,"#C5690B","#276419","NE","sec_mon",12.0689249038696
"3450","Nigeria","Africa","NGA",566,"#7F3B08","#7F3B08","NG","sec_mon",3.54777050018311
"3451","Norway","Europe","NOR",578,"#B9E188","#40004B","NO","sec_mon",49.3958396911621
"3452","Pakistan","Asia","PAK",586,"#540F60","#7F3B08","PK","sec_mon",1.321613073349
"3453","Panama","Americas","PAN",591,"#FDCF80","#313695","PA","sec_mon",16.233211517334
"3454","Paraguay","Americas","PRY",600,"#FBA35B","#313695","PY","sec_mon",3.97164678573608
"3455","Peru","Americas","PER",604,"#D73027","#276419","PE","sec_mon",4.22694110870361
"3456","Philippines","Asia","PHL",608,"#681F75","#276419","PH","sec_mon",18.3856372833252
"3457","Poland","Europe","POL",616,"#468A1F","#A50026","PL","sec_mon",18.4539833068848
"3458","Portugal","Europe","PRT",620,"#66A731","#A50026","PT","sec_mon",20.5844917297363
"3459","Puerto Rico","Americas","PRI",630,"#FDBE70","#40004B","PR","sec_mon",15.6441583633423
"3460","Romania","Europe","ROU",642,"#4B9020","#40004B","RO","sec_mon",7.05868101119995
"3461","Russia","Europe",NA,NA,NA,NA,"RU","sec_mon",22.8823318481445
"3462","Rwanda","Africa","RWA",646,"#E58C23","#276419","RW","sec_mon",13.3736019134521
"3463","Saudi Arabia","Asia","SAU",682,"#905EA1","#A50026","SA","sec_mon",4.76960134506226
"3464","Senegal","Africa","SEN",686,"#D0730F","#A50026","SN","sec_mon",7.48485422134399
"3465","Serbia","Europe","SRB",688,"#74B33A","#276419","RS","sec_mon",7.35989189147949
"3466","Sierra Leone","Africa","SLE",694,"#EC9936","#A50026","SL","sec_mon",9.31070327758789
"3467","Singapore","Asia","SGP",702,"#CBB0D5","#276419","SG","sec_mon",19.8613471984863
"3468","Slovak Republic","Europe","SVK",703,"#AAD875","#7F3B08","SK","sec_mon",22.5984573364258
"3469","Slovenia","Europe","SVN",705,"#D9EFBB","#40004B","SI","sec_mon",19.2905197143555
"3470","Somalia","Africa","SOM",706,"#E3881D","#40004B","SO","sec_mon",4.02904081344604
"3471","South Africa","Africa","ZAF",710,"#8F4407","#313695","ZA","sec_mon",22.8633441925049
"3472","South Sudan","Africa",NA,NA,NA,NA,"SS","sec_mon",6.47823905944824
"3473","Spain","Europe","ESP",724,"#41831E","#7F3B08","ES","sec_mon",20.7453060150146
"3474","Sri Lanka","Asia","LKA",144,"#AD8ABD","#40004B","LK","sec_mon",8.04491519927979
"3475","Sudan","Africa","SDN",736,"#934607","#7F3B08","SD","sec_mon",4.61831331253052
"3476","Sweden","Europe","SWE",752,"#82BE45","#7F3B08","SE","sec_mon",37.7270736694336
"3477","Switzerland","Europe","CHE",756,"#9ACD62","#276419","CH","sec_mon",14.8569049835205
"3478","Tajikistan","Asia",NA,NA,NA,NA,"TJ","sec_mon",10.260196685791
"3479","Tanzania","Africa","TZA",834,"#974807","#A50026","TZ","sec_mon",4.74315357208252
"3480","Thailand","Asia","THA",764,"#7A3288","#A50026","TH","sec_mon",23.2294960021973
"3481","Togo","Africa","TGO",768,"#F1A142","#276419","TG","sec_mon",7.69544315338135
"3482","Trinidad and Tobago","Americas","TTO",780,"#FEE090","#A50026","TT","sec_mon",11.9566631317139
"3483","Tunisia","Africa","TUN",788,"#DA7D12","#313695","TN","sec_mon",5.50886344909668
"3484","Turkey","Europe","TUR",792,"#2C6A1A","#A50026","TR","sec_mon",12.354959487915
"3485","Turkmenistan","Asia",NA,NA,NA,NA,"TM","sec_mon",15.0414276123047
"3486","Uganda","Africa","UGA",800,"#A75106","#7F3B08","UG","sec_mon",10.4442176818848
"3487","Ukraine","Europe",NA,NA,NA,NA,"UA","sec_mon",43.1746635437012
"3488","United Arab Emirates","Asia",NA,NA,NA,NA,"AE","sec_mon",3.63393020629883
"3489","United Kingdom","Europe","GBR",826,"#36771C","#276419","GB","sec_mon",21.226016998291
"3490","United States","Americas","USA",840,"#A50026","#40004B","US","sec_mon",29.7161693572998
"3491","Uruguay","Americas","URY",858,"#FDC778","#276419","UY","sec_mon",18.2606201171875
"3492","Uzbekistan","Asia",NA,NA,NA,NA,"UZ","sec_mon",6.8640308380127
"3493","Venezuela","Americas","VEN",862,"#DB3A2B","#313695","VE","sec_mon",8.96129894256592
"3494","Vietnam","Asia","VNM",704,"#6F247B","#313695","VN","sec_mon",9.75089263916016
"3495","West Bank and Gaza","Asia","PSE",275,"#CFB6D8","#313695","PS","sec_mon",2.71965742111206
"3496","Zambia","Africa","ZMB",894,"#D77911","#276419","ZM","sec_mon",7.98097848892212
"3497","Zimbabwe","Africa","ZWE",716,"#CC6F0D","#7F3B08","ZW","sec_mon",10.1541843414307
"3498","Afghanistan","Asia","AFG",4,"#874D96","#313695","AF","surv_65f",67.574376
"3499","Albania","Europe","ALB",8,"#D2ECB1","#A50026","AL","surv_65f",91.145395
"3500","Algeria","Africa","DZA",12,"#A34F06","#313695","DZ","surv_65f",85.829405
"3501","Angola","Africa","AGO",24,"#C96C0C","#313695","AO","surv_65f",63.665746
"3502","Antigua and Barbuda","Americas",NA,NA,NA,NA,"AG","surv_65f",86.407132
"3503","Argentina","Americas","ARG",32,"#C62026","#A50026","AR","surv_65f",86.900558
"3504","Armenia","Asia",NA,NA,NA,NA,"AM","surv_65f",88.135315
"3505","Australia","Oceania","AUS",36,"#313695","#7F3B08","AU","surv_65f",93.459129
"3506","Austria","Europe","AUT",40,"#92C858","#40004B","AT","surv_65f",92.522218
"3507","Azerbaijan","Asia",NA,NA,NA,NA,"AZ","surv_65f",83.810919
"3508","Bahamas","Americas",NA,NA,NA,NA,"BS","surv_65f",82.283926
"3509","Bahrain","Asia","BHR",48,"#E7D4E8","#313695","BH","surv_65f",88.992325
"3510","Bangladesh","Asia","BGD",50,"#5B1567","#A50026","BD","surv_65f",79.197751
"3511","Barbados","Americas",NA,NA,NA,NA,"BB","surv_65f",85.779648
"3512","Belarus","Europe",NA,NA,NA,NA,"BY","surv_65f",87.927928
"3513","Belgium","Europe","BEL",56,"#6DAD35","#40004B","BE","surv_65f",91.570656
"3514","Belize","Americas",NA,NA,NA,NA,"BZ","surv_65f",81.995846
"3515","Benin","Africa","BEN",204,"#EA952F","#7F3B08","BJ","surv_65f",63.727333
"3516","Bhutan","Asia",NA,NA,NA,NA,"BT","surv_65f",70.885196
"3517","Bolivia","Americas","BOL",68,"#F57748","#7F3B08","BO","surv_65f",75.781369
"3518","Bosnia and Herzegovina","Europe","BIH",70,"#BFE492","#276419","BA","surv_65f",89.595681
"3519","Botswana","Africa","BWA",72,"#FDC37B","#40004B","BW","surv_65f",75.748807
"3520","Brazil","Americas","BRA",76,"#AD0826","#276419","BR","surv_65f",84.96487
"3521","Brunei Darussalam","Asia",NA,NA,NA,NA,"BN","surv_65f",84.181363
"3522","Bulgaria","Europe","BGR",100,"#8AC34F","#A50026","BG","surv_65f",86.531838
"3523","Burkina Faso","Africa","BFA",854,"#BE6209","#A50026","BF","surv_65f",61.98803
"3524","Burundi","Africa","BDI",108,"#E79029","#313695","BI","surv_65f",61.576023
"3525","Cabo Verde","Africa",NA,NA,NA,NA,"CV","surv_65f",84.713772
"3526","Cambodia","Asia","KHM",116,"#B797C6","#313695","KH","surv_65f",77.216195
"3527","Cameroon","Africa","CMR",120,"#BA5F08","#7F3B08","CM","surv_65f",57.046112
"3528","Canada","Americas","CAN",124,"#CE2726","#40004B","CA","surv_65f",92.163931
"3529","Central African Republic","Africa","CAF",140,"#F5AA4E","#7F3B08","CF","surv_65f",47.238595
"3530","Chad","Africa","TCD",148,"#DE8013","#7F3B08","TD","surv_65f",50.193202
"3531","Chile","Americas","CHL",152,"#E04430","#7F3B08","CL","surv_65f",90.072165
"3532","China","Asia","CHN",156,"#40004B","#40004B","CN","surv_65f",88.865667
"3533","Colombia","Americas","COL",170,"#BE1826","#7F3B08","CO","surv_65f",86.814473
"3534","Comoros","Africa","COM",174,"#FDD6A2","#276419","KM","surv_65f",67.489203
"3535","Congo, Dem. Rep.","Africa","COD",180,"#8B4107","#276419","CD","surv_65f",61.90889
"3536","Congo, Rep.","Africa","COG",178,"#F7AE55","#A50026","CG","surv_65f",65.070641
"3537","Costa Rica","Americas","CRI",188,"#FDB668","#A50026","CR","surv_65f",90.247466
"3538","Cote d'Ivoire","Africa","CIV",384,"#B75C07","#313695","CI","surv_65f",53.005719
"3539","Croatia","Europe","HRV",191,"#C6E79C","#313695","HR","surv_65f",91.265131
"3540","Cuba","Americas","CUB",192,"#EF623E","#276419","CU","surv_65f",87.698125
"3541","Cyprus","Europe",NA,NA,NA,NA,"CY","surv_65f",93.77736
"3542","Czech Republic","Europe","CZE",203,"#7BB93E","#313695","CZ","surv_65f",91.117728
"3543","Denmark","Europe","DNK",208,"#A2D26B","#313695","DK","surv_65f",91.10064
"3544","Djibouti","Africa","DJI",262,"#FDDCAF","#7F3B08","DJ","surv_65f",71.597769
"3545","Dominican Republic","Americas","DOM",214,"#F46D43","#313695","DO","surv_65f",81.33224
"3546","Ecuador","Americas","ECU",218,"#E54E35","#A50026","EC","surv_65f",85.548346
"3547","Egypt","Africa","EGY",818,"#833D07","#A50026","EG","surv_65f",81.039661
"3548","El Salvador","Americas","SLV",222,"#FA9856","#276419","SV","surv_65f",83.570708
"3549","Equatorial Guinea","Africa","GNQ",226,"#FDD9A8","#313695","GQ","surv_65f",55.701652
"3550","Eritrea","Africa","ERI",232,"#F3A548","#313695","ER","surv_65f",67.853228
"3551","Estonia","Europe",NA,NA,NA,NA,"EE","surv_65f",90.751118
"3552","Eswatini","Africa",NA,NA,NA,NA,"SZ","surv_65f",59.099824
"3553","Ethiopia","Africa","ETH",231,"#873F07","#40004B","ET","surv_65f",70.38075
"3554","Fiji","Oceania",NA,NA,NA,NA,"FJ","surv_65f",72.62216
"3555","Finland","Europe","FIN",246,"#B2DD7E","#A50026","FI","surv_65f",92.883493
"3556","France","Europe","FRA",250,"#31701B","#40004B","FR","surv_65f",92.343652
"3557","Gabon","Africa","GAB",266,"#FDCA88","#313695","GA","surv_65f",71.235379
"3558","Gambia","Africa","GMB",270,"#FDC074","#A50026","GM","surv_65f",63.636532
"3559","Georgia","Asia",NA,NA,NA,NA,"GE","surv_65f",87.034159
"3560","Germany","Europe","DEU",276,"#276419","#7F3B08","DE","surv_65f",92.145017
"3561","Ghana","Africa","GHA",288,"#AB5406","#A50026","GH","surv_65f",66.052647
"3562","Greece","Europe","GRC",300,"#599C28","#313695","GR","surv_65f",93.286342
"3563","Grenada","Americas",NA,NA,NA,NA,"GD","surv_65f",81.2436
"3564","Guatemala","Americas","GTM",320,"#EA5839","#40004B","GT","surv_65f",81.901072
"3565","Guinea","Africa","GIN",324,"#E18417","#A50026","GN","surv_65f",61.688046
"3566","Guinea-Bissau","Africa","GNB",624,"#FDC681","#276419","GW","surv_65f",55.557131
"3567","Guyana","Americas",NA,NA,NA,NA,"GY","surv_65f",73.796843
"3568","Haiti","Americas","HTI",332,"#F7824D","#A50026","HT","surv_65f",67.069859
"3569","Honduras","Americas","HND",340,"#F88D51","#40004B","HN","surv_65f",82.108231
"3570","Hungary","Europe","HUN",348,"#5FA12D","#7F3B08","HU","surv_65f",87.202495
"3571","Iceland","Europe","ISL",352,"#E6F5D0","#313695","IS","surv_65f",93.56531
"3572","India","Asia","IND",356,"#460552","#276419","IN","surv_65f",74.208586
"3573","Indonesia","Asia","IDN",360,"#4D0A59","#313695","ID","surv_65f",79.357509
"3574","Iran","Asia","IRN",364,"#762A83","#7F3B08","IR","surv_65f",89.737137
"3575","Iraq","Asia","IRQ",368,"#9467A5","#40004B","IQ","surv_65f",78.491284
"3576","Ireland","Europe","IRL",372,"#CCE9A7","#7F3B08","IE","surv_65f",92.34682
"3577","Israel","Asia","ISR",376,"#C2A5CF","#A50026","IL","surv_65f",93.581158
"3578","Italy","Europe","ITA",380,"#3B7D1D","#313695","IT","surv_65f",93.978005
"3579","Jamaica","Americas","JAM",388,"#FDD788","#7F3B08","JM","surv_65f",83.00257
"3580","Japan","Asia","JPN",392,"#611A6D","#40004B","JP","surv_65f",94.443286
"3581","Jordan","Asia","JOR",400,"#C6AAD2","#40004B","JO","surv_65f",84.717805
"3582","Kazakhstan","Asia",NA,NA,NA,NA,"KZ","surv_65f",84.831694
"3583","Kenya","Africa","KEN",404,"#9B4A06","#40004B","KE","surv_65f",70.520384
"3584","Kiribati","Oceania",NA,NA,NA,NA,"KI","surv_65f",74.516416
"3585","Korea, Rep.","Asia","KOR",410,"#7E3B8C","#40004B","KR","surv_65f",94.989597
"3586","Kuwait","Asia","KWT",414,"#E2CEE4","#276419","KW","surv_65f",89.81374
"3587","Latvia","Europe",NA,NA,NA,NA,"LV","surv_65f",86.292282
"3588","Lebanon","Asia","LBN",422,"#D4BCDB","#7F3B08","LB","surv_65f",90.562966
"3589","Lesotho","Africa","LSO",426,"#FDBD6E","#7F3B08","LS","surv_65f",46.371368
"3590","Liberia","Africa","LBR",430,"#FCB661","#276419","LR","surv_65f",66.412169
"3591","Libya","Africa","LBY",434,"#EE9D3C","#40004B","LY","surv_65f",83.655166
"3592","Lithuania","Europe",NA,NA,NA,NA,"LT","surv_65f",87.547183
"3593","Luxembourg","Europe",NA,NA,NA,NA,"LU","surv_65f",92.657346
"3594","Madagascar","Africa","MDG",450,"#B35806","#276419","MG","surv_65f",70.856353
"3595","Malawi","Africa","MWI",454,"#C2650A","#40004B","MW","surv_65f",67.483255
"3596","Malaysia","Asia","MYS",458,"#9970AB","#276419","MY","surv_65f",86.616396
"3597","Maldives","Asia",NA,NA,NA,NA,"MV","surv_65f",91.804085
"3598","Mali","Africa","MLI",466,"#D37610","#40004B","ML","surv_65f",58.872163
"3599","Malta","Europe",NA,NA,NA,NA,"MT","surv_65f",93.503249
"3600","Mauritania","Africa","MRT",478,"#FAB25B","#40004B","MR","surv_65f",68.989119
"3601","Mauritius","Africa","MUS",480,"#FDCD8E","#7F3B08","MU","surv_65f",84.651011
"3602","Mexico","Americas","MEX",484,"#B51026","#313695","MX","surv_65f",84.022815
"3603","Micronesia","Oceania",NA,NA,NA,NA,"FM","surv_65f",74.982793
"3604","Moldova","Europe",NA,NA,NA,NA,"MD","surv_65f",82.871657
"3605","Mongolia","Asia","MNG",496,"#DDC8E1","#40004B","MN","surv_65f",79.054895
"3606","Montenegro","Europe","MNE",499,"#DFF2C5","#276419","ME","surv_65f",88.834602
"3607","Morocco","Africa","MAR",504,"#9F4D06","#276419","MA","surv_65f",88.311483
"3608","Mozambique","Africa","MOZ",508,"#AF5606","#40004B","MZ","surv_65f",60.546718
"3609","Myanmar","Asia","MMR",104,"#834492","#276419","MM","surv_65f",74.31818
"3610","Namibia","Africa","NAM",516,"#FDBA67","#313695","NA","surv_65f",64.491048
"3611","Nepal","Asia","NPL",524,"#8B559B","#7F3B08","NP","surv_65f",77.598563
"3612","Netherlands","Europe","NLD",528,"#529624","#276419","NL","surv_65f",92.881213
"3613","New Zealand","Oceania","NZL",554,"#4575B4","#A50026","NZ","surv_65f",92.1634
"3614","Nicaragua","Americas","NIC",558,"#FDAE61","#7F3B08","NI","surv_65f",83.115242
"3615","Niger","Africa","NER",562,"#C5690B","#276419","NE","surv_65f",63.923122
"3616","Nigeria","Africa","NGA",566,"#7F3B08","#7F3B08","NG","surv_65f",50.321544
"3617","North Macedonia","Europe",NA,NA,NA,NA,"MK","surv_65f",88.132261
"3618","Norway","Europe","NOR",578,"#B9E188","#40004B","NO","surv_65f",92.871398
"3619","Oman","Asia","OMN",512,"#D9C2DE","#A50026","OM","surv_65f",88.106458
"3620","Pakistan","Asia","PAK",586,"#540F60","#7F3B08","PK","surv_65f",72.664311
"3621","Panama","Americas","PAN",591,"#FDCF80","#313695","PA","surv_65f",87.307896
"3622","Papua New Guinea","Oceania",NA,NA,NA,NA,"PG","surv_65f",68.124611
"3623","Paraguay","Americas","PRY",600,"#FBA35B","#313695","PY","surv_65f",81.039824
"3624","Peru","Americas","PER",604,"#D73027","#276419","PE","surv_65f",86.122002
"3625","Philippines","Asia","PHL",608,"#681F75","#276419","PH","surv_65f",79.376623
"3626","Poland","Europe","POL",616,"#468A1F","#A50026","PL","surv_65f",89.965748
"3627","Portugal","Europe","PRT",620,"#66A731","#A50026","PT","surv_65f",93.549387
"3628","Puerto Rico","Americas","PRI",630,"#FDBE70","#40004B","PR","surv_65f",90.125669
"3629","Qatar","Asia",NA,NA,NA,NA,"QA","surv_65f",92.094326
"3630","Romania","Europe","ROU",642,"#4B9020","#40004B","RO","surv_65f",87.585452
"3631","Russia","Europe",NA,NA,NA,NA,"RU","surv_65f",83.725779
"3632","Rwanda","Africa","RWA",646,"#E58C23","#276419","RW","surv_65f",74.571906
"3633","Samoa","Oceania",NA,NA,NA,NA,"WS","surv_65f",85.10634
"3634","Sao Tome and Principe","Africa","STP",678,"#FEE0B6","#A50026","ST","surv_65f",78.757641
"3635","Saudi Arabia","Asia","SAU",682,"#905EA1","#A50026","SA","surv_65f",85.144828
"3636","Senegal","Africa","SEN",686,"#D0730F","#A50026","SN","surv_65f",75.090153
"3637","Serbia","Europe","SRB",688,"#74B33A","#276419","RS","surv_65f",87.57203
"3638","Seychelles","Africa",NA,NA,NA,NA,"SC","surv_65f",84.20511
"3639","Sierra Leone","Africa","SLE",694,"#EC9936","#A50026","SL","surv_65f",48.493022
"3640","Singapore","Asia","SGP",702,"#CBB0D5","#276419","SG","surv_65f",94.123889
"3641","Slovak Republic","Europe","SVK",703,"#AAD875","#7F3B08","SK","surv_65f",89.729218
"3642","Slovenia","Europe","SVN",705,"#D9EFBB","#40004B","SI","surv_65f",92.588163
"3643","Solomon Islands","Oceania",NA,NA,NA,NA,"SB","surv_65f",80.130937
"3644","Somalia","Africa","SOM",706,"#E3881D","#40004B","SO","surv_65f",56.432673
"3645","South Africa","Africa","ZAF",710,"#8F4407","#313695","ZA","surv_65f",65.986025
"3646","South Sudan","Africa",NA,NA,NA,NA,"SS","surv_65f",55.277966
"3647","Spain","Europe","ESP",724,"#41831E","#7F3B08","ES","surv_65f",94.3265
"3648","Sri Lanka","Asia","LKA",144,"#AD8ABD","#40004B","LK","surv_65f",90.443586
"3649","St. Lucia","Americas",NA,NA,NA,NA,"LC","surv_65f",84.11476
"3650","St. Vincent and the Grenadines","Americas",NA,NA,NA,NA,"VC","surv_65f",80.478685
"3651","Sudan","Africa","SDN",736,"#934607","#7F3B08","SD","surv_65f",69.197312
"3652","Suriname","Americas",NA,NA,NA,NA,"SR","surv_65f",80.476275
"3653","Sweden","Europe","SWE",752,"#82BE45","#7F3B08","SE","surv_65f",93.321631
"3654","Switzerland","Europe","CHE",756,"#9ACD62","#276419","CH","surv_65f",93.957828
"3655","Syria","Asia","SYR",760,"#B291C1","#276419","SY","surv_65f",86.790603
"3656","Tajikistan","Asia",NA,NA,NA,NA,"TJ","surv_65f",80.874252
"3657","Tanzania","Africa","TZA",834,"#974807","#A50026","TZ","surv_65f",68.900535
"3658","Thailand","Asia","THA",764,"#7A3288","#A50026","TH","surv_65f",87.491994
"3659","Timor-Leste","Asia",NA,NA,NA,NA,"TL","surv_65f",77.648055
"3660","Togo","Africa","TGO",768,"#F1A142","#276419","TG","surv_65f",60.864829
"3661","Tonga","Oceania",NA,NA,NA,NA,"TO","surv_65f",79.760149
"3662","Trinidad and Tobago","Americas","TTO",780,"#FEE090","#A50026","TT","surv_65f",81.895519
"3663","Tunisia","Africa","TUN",788,"#DA7D12","#313695","TN","surv_65f",88.002667
"3664","Turkey","Europe","TUR",792,"#2C6A1A","#A50026","TR","surv_65f",89.394342
"3665","Turkmenistan","Asia",NA,NA,NA,NA,"TM","surv_65f",76.210295
"3666","Uganda","Africa","UGA",800,"#A75106","#7F3B08","UG","surv_65f",64.724718
"3667","Ukraine","Europe",NA,NA,NA,NA,"UA","surv_65f",84.091904
"3668","United Arab Emirates","Asia",NA,NA,NA,NA,"AE","surv_65f",88.784319
"3669","United Kingdom","Europe","GBR",826,"#36771C","#276419","GB","surv_65f",91.27181
"3670","United States","Americas","USA",840,"#A50026","#40004B","US","surv_65f",87.471366
"3671","Uruguay","Americas","URY",858,"#FDC778","#276419","UY","surv_65f",87.52388
"3672","Uzbekistan","Asia",NA,NA,NA,NA,"UZ","surv_65f",81.116728
"3673","Vanuatu","Oceania",NA,NA,NA,NA,"VU","surv_65f",80.713362
"3674","Venezuela","Americas","VEN",862,"#DB3A2B","#313695","VE","surv_65f",82.632831
"3675","Vietnam","Asia","VNM",704,"#6F247B","#313695","VN","surv_65f",86.677326
"3676","West Bank and Gaza","Asia","PSE",275,"#CFB6D8","#313695","PS","surv_65f",83.871577
"3677","Zambia","Africa","ZMB",894,"#D77911","#276419","ZM","surv_65f",66.646066
"3678","Zimbabwe","Africa","ZWE",716,"#CC6F0D","#7F3B08","ZW","surv_65f",55.795529
"3679","Afghanistan","Asia","AFG",4,"#874D96","#313695","AF","surv_65m",60.950303
"3680","Albania","Europe","ALB",8,"#D2ECB1","#A50026","AL","surv_65m",84.702788
"3681","Algeria","Africa","DZA",12,"#A34F06","#313695","DZ","surv_65m",81.889538
"3682","Angola","Africa","AGO",24,"#C96C0C","#313695","AO","surv_65m",50.634695
"3683","Antigua and Barbuda","Americas",NA,NA,NA,NA,"AG","surv_65m",80.329523
"3684","Argentina","Americas","ARG",32,"#C62026","#A50026","AR","surv_65m",76.722114
"3685","Armenia","Asia",NA,NA,NA,NA,"AM","surv_65m",72.735522
"3686","Australia","Oceania","AUS",36,"#313695","#7F3B08","AU","surv_65m",89.296192
"3687","Austria","Europe","AUT",40,"#92C858","#40004B","AT","surv_65m",86.366903
"3688","Azerbaijan","Asia",NA,NA,NA,NA,"AZ","surv_65m",74.378292
"3689","Bahamas","Americas",NA,NA,NA,NA,"BS","surv_65m",72.032153
"3690","Bahrain","Asia","BHR",48,"#E7D4E8","#313695","BH","surv_65m",86.261306
"3691","Bangladesh","Asia","BGD",50,"#5B1567","#A50026","BD","surv_65m",73.401757
"3692","Barbados","Americas",NA,NA,NA,NA,"BB","surv_65m",80.298573
"3693","Belarus","Europe",NA,NA,NA,NA,"BY","surv_65m",66.732246
